Name,Source,TF,CF,"Majestic BL","Majestic RD","Majestic Topics","Majestic Languages","Site Languages","Ahrefs DR","Ahrefs UR","Ahrefs RD","Ahrefs BL","Ahrefs Traffic","Ahrefs Positions","Ahrefs Cost","Moz DA","Moz PA",Age,"SZ Redirects","SZ Parked","SZ Active History","SZ Score","SZ Drops","Google Index","SEM Traffic","SEM Rank","SEM Keywords","Out Links Internal","Out Links External","Out Domains External","Date Added",Price,Expires
anousdevoir.com,"DropCatch Dropped",25,16,10071,124,"Arts/Movies: 25
Shopping: 14
Regional/Europe: 14","French: 98.3%
English: 0.8%
Spanish: 0.1%
German: 0.1%",,28,24,193,2657,0,0,0,34,30,12,25,0,12,8,1,0,3630,328,378,0,0,0,09/19/2022,$175,"09/22/2022 22:44:42"
nc4ea.org,"GoDaddy Auctions",16,23,344,70,"Science/Social Sciences: 15
Reference/Education: 14
Society/Activism: 13
Arts/Music: 11
Recreation/Roads and Highways: 7
Society/Issues: 7","English: 98.5%
French: 0.7%
Spanish: 0.7%",,26,12,84,27188,9,144,68,34,25,14,71,0,13,8,1,3,579,18,31,1,0,0,09/21/2022,$350,"09/28/2022 19:00:00"
bakingandmistaking.com,"GoDaddy Auctions",10,19,732,93,"Regional/North America: 9
Home/Cooking: 6","English: 97.5%
Korean: 0.8%
Spanish: 0.4%
Chinese: 0.2%
German: 0.2%
Indonesian: 0.2%
Thai: 0.2%
French: 0.1%","English: 91.8%
Indonesian: 6.2%
Arabic: 0.7%
Italian: 0.3%
Thai: 0.3%
Korean: 0.2%
Turkish: 0.1%",15,20,239,21687,11,106,59,31,31,13,27,0,13,8,0,344,2791,48,51,236,74,43,09/21/2022,$12,"09/30/2022 17:39:00"
fccaspy.kz,"ccTLD (Country Domains)",13,17,3978,68,"Regional/Asia: 13
Sports/Soccer: 8
Home/Consumer Information: 6","Russian: 94.1%
English: 2.6%
Kazakh: 1.7%
French: 0.3%
Japanese: 0.3%
Czech: 0.1%
Norwegian: 0.1%",,29,36,223,17895,0,0,0,31,35,9,7,0,9,8,,3,2411,464,1554,0,0,0,09/21/2022,,
gironville-sur-essonne.fr,"ccTLD (Country Domains)",10,12,217,46,"Regional/Europe: 10
Reference/Museums: 5
Science/Social Sciences: 4","French: 97.6%
English: 1.8%
Norwegian: 0.4%","French: 100%",10,0,93,290,4,48,0,33,21,8,16,0,8,9,,144,0,33529588,3,64,6,1,07/24/2022,,
ville-abymes.fr,"ccTLD (Country Domains)",11,15,1132,93,"Regional/Europe: 10
Arts: 9
Recreation/Travel: 8
Computers/Open Source: 7
News/Journalism: 6
Sports/Soccer: 6
Business/Financial Services: 5
Regional/Caribbean: 5
Business/Construction and Maintenance: 5
Science/Social Sciences: 5","French: 96.1%
English: 1.5%
Russian: 0.8%
Portuguese: 0.2%
Czech: 0.1%
Danish: 0.1%
Norwegian: 0.1%
Polish: 0.1%
Spanish: 0.1%
Swedish: 0.1%",,26,17,177,1500,0,0,0,33,30,10,316,0,10,9,,7,0,0,0,0,1,1,07/28/2022,,
urban-pantry.com.au,"ccTLD (Country Domains)",12,10,44,21,"Recreation/Travel: 12
Reference/Maps: 5","English: 87.8%
French: 12.1%",,3,9,38,138,0,0,0,31,25,10,17,0,10,9,,0,0,0,0,0,0,0,08/04/2022,,
blueandgraypress.com,"GoDaddy Auctions",10,12,533,183,"Reference/Education: 10
Health/Medicine: 7
Reference/Libraries: 7
Business/Real Estate: 7
Sports/Youth and High School: 7
Health/Men's Health: 6
News/Museums and Archives: 5
Business: 5
Health/Conditions and Diseases: 5
Society/Issues: 4","English: 98%
Japanese: 0.9%
Vietnamese: 0.3%
French: 0.1%
Persian: 0.1%
Spanish: 0.1%",,34,27,393,53103,0,0,0,36,34,8,92,0,8,9,0,2,2049,209,2044,0,0,0,09/14/2022,$22,"09/23/2022 20:17:00"
afterschoolapp.com,"GoDaddy Auctions",17,17,585,212,"Computers/Internet/Child Safety: 16
Health/Teen Health: 16
Regional/North America: 8
Reference/Education: 7
Business/Marketing and Advertising: 7
Reference/Libraries: 7
Arts: 7","English: 84.5%
Spanish: 4.4%
Arabic: 3.6%
Japanese: 2.4%
Chinese: 1.4%
German: 0.5%
Greek: 0.5%
Italian: 0.3%
Korean: 0.3%
Russian: 0.3%",,42,37,321,1115,11,3,0,45,38,6,75,0,6,9,2,8,1369,105,1169,0,0,0,09/14/2022,$1125,"09/24/2022 16:32:00"
petalburgwoods.com,"GoDaddy Auctions",26,32,645587,114,"Arts/Animation: 26
Games/Online: 13
Arts/Music: 12","English: 96.2%
Portuguese: 1%
Czech: 1%
Spanish: 0.5%
French: 0.5%
Korean: 0.4%","English: 100%",33,14,75,117259,0,2,0,40,33,8,29,0,8,9,1,,218660,676,768,5,0,0,09/17/2022,$200,"09/23/2022 17:00:00"
handmade-events.com,"Pending Delete",9,14,297,93,"Recreation/Travel: 9","English: 99.6%
German: 0.3%","English: 100%",24,19,128,392,5,1,0,30,28,9,2,0,9,9,1,,491,18,70,0,8,1,09/20/2022,,"09/23/2022 17:45:00"
thesurge-game.com,"Pending Delete",26,25,3424,637,"Games/Video Games: 25
Computers/Systems: 21
Games/Video Games/Developers and Publishers: 13","English: 48.5%
German: 13.9%
Russian: 6.2%
French: 5.6%
Italian: 5.6%
Portuguese: 4.7%
Chinese: 3%
Spanish: 2.9%
Hungarian: 1.3%
Japanese: 1.3%",,49,46,943,7124,0,0,0,52,44,7,104,0,7,9,1,2,8213,1775,2936,0,1,1,09/21/2022,,"09/24/2022 17:45:00"
nowdothis.com,"GoDaddy Auctions",12,16,2439,513,"Arts/Writers Resources: 11
Reference/Quotations: 10
Reference/Education: 10
Society/People: 8
Home/Personal Organization: 7
News/Weblogs: 6
Computers/Internet/Searching: 6
Computers/Data Formats: 6
Computers/Software/Internet: 6
Computers/Internet/On the Web: 5","English: 66.6%
Spanish: 11.7%
Japanese: 4.7%
French: 2.8%
German: 2.5%
Russian: 1.4%
Chinese: 1.3%
Norwegian: 1%
Arabic: 1%
Portuguese: 1%","English: 100%",37,45,436,4516,0,0,0,42,44,14,1,0,13,9,5,2,1720,993,1088,1,5,3,09/21/2022,$20,"09/27/2022 21:09:00"
dynamomagician.com,"GoDaddy Auctions",10,20,1408,422,"Arts/Music: 9
Business/Directories: 9
Arts/Performing Arts: 8
Recreation/Radio: 7
Arts/Television: 6
News/Media Industry: 6
Arts: 5
Regional/Oceania: 4
Recreation/Autos: 4","English: 66.9%
French: 21.2%
Spanish: 3.3%
German: 2.1%
Dutch: 1.6%
Italian: 1.6%
Portuguese: 0.4%
Russian: 0.4%
Turkish: 0.4%
Catalan: 0.3%","English: 100%",29,24,360,1354,2,11,0,41,38,12,57,0,12,9,0,1990,1409,18,241,9,7,0,09/21/2022,$20,"09/28/2022 19:00:00"
barleyisland.com,"GoDaddy Auctions",25,16,387,142,"Recreation/Food: 25","English: 98.1%
Danish: 0.4%
Spanish: 0.3%
French: 0.2%
Russian: 0.2%
Czech: 0.1%
Greek: 0.1%
Portuguese: 0.1%",,15,29,157,3108,0,1,0,30,34,20,48,0,18,9,0,2,580,157,197,0,0,0,09/21/2022,$15,"10/01/2022 21:12:00"
stewoo.net,"DropCatch Private Seller",15,15,300,66,"Arts/Music: 15","English: 88.7%
German: 4.5%
Swedish: 2.4%
Japanese: 1.5%
French: 0.9%
: 0.6%
Esperanto: 0.3%
Georgian: 0.3%
Russian: 0.3%
Spanish: 0.3%",,1,29,162,729,0,0,0,30,28,18,4,0,18,9,1,1,1052,61,266,0,0,0,09/21/2022,$59,"09/27/2022 21:21:38"
cyberneticserendipity.net,"DropCatch Dropped",11,15,914,80,"Computers/Artificial Life: 10
Society/People: 9
Reference/Education: 9
Business/Arts and Entertainment: 7
News/Magazines and E-zines: 7
Computers/Internet/Web Design and Development: 6
News/Weblogs: 5
Computers/Internet/On the Web: 5","English: 81.9%
Swedish: 6.8%
Norwegian: 3.4%
Spanish: 2.1%
Danish: 1.9%
French: 1.8%
German: 0.9%
Japanese: 0.3%
Russian: 0.3%
Italian: 0.1%",,18,33,135,5621,0,1,0,30,35,9,28,0,9,9,1,4,1190,787,1126,0,0,0,09/21/2022,$66,"09/24/2022 21:21:42"
sitonomy.com,"GoDaddy Auctions",14,14,57211,413,"Computers/Internet: 14
Computers/Internet/Web Design and Development: 9
Health/Alternative: 8
Computers/Internet/Searching: 8
Recreation/Travel: 7","English: 68%
Russian: 31.5%
Japanese: 0.1%",,17,18,657,47920,0,0,0,34,38,5,0,0,5,10,0,1,522464,29,440,0,0,0,09/13/2022,$15,"09/22/2022 20:53:00"
connected-health.org,"GoDaddy Auctions",13,19,3292,282,"Health/Senior Health: 12
Society/People: 12
Business/Textiles and Nonwovens: 8
Business/Consumer Goods and Services: 8
Business/Healthcare: 8
Business/Chemicals: 7
Business/Publishing and Printing: 7
Business: 7
Reference/Education: 6
Health/Public Health and Safety: 6","English: 98.5%
Chinese: 0.4%
Spanish: 0.4%
French: 0.1%
German: 0.1%
Russian: 0.1%",,44,21,447,9028,0,2,0,46,34,16,82,1,16,10,0,1,11341,67,164,0,1,1,09/14/2022,$1500,"09/23/2022 16:31:00"
nodeframework.com,"GoDaddy Auctions",11,19,1611,271,"Computers/Programming/Languages: 11
Computers/Internet/Web Design and Development: 9
Computers/Data Formats: 7
Business/Marketing and Advertising: 7
Society/People: 6
Health/Public Health and Safety: 5
Recreation/Travel: 5","English: 75.9%
Chinese: 12.5%
Russian: 6%
Japanese: 1%
Korean: 0.6%
Portuguese: 0.6%
French: 0.6%
Ukrainian: 0.5%
Spanish: 0.5%
Swedish: 0.2%","Danish: 100%",31,45,436,2455,1334,368,103646,34,42,9,7,0,9,10,1,1,2848,2511,2810,0,279,76,09/15/2022,$624,"09/24/2022 16:37:00"
crownregencyhotels.com,"GoDaddy Auctions",9,13,1131,368,"Recreation/Travel: 9","English: 57.6%
Chinese: 22.2%
Russian: 6.4%
Tagalog: 5.2%
Estonian: 2.3%
Japanese: 2.1%
Arabic: 1.5%
: 0.7%
German: 0.5%
Korean: 0.3%",,8,7,168,1162,0,1,0,31,32,15,18,3,15,10,1,2,1571,3,56,0,0,0,09/16/2022,$439,"09/22/2022 18:00:00"
top10bestpro.com,"GoDaddy Auctions",26,28,9267,293,"Science/Astronomy: 26
Recreation/Radio: 13
Reference/Education: 11
Science/Technology: 11","English: 99.4%
Thai: 0.3%","English: 100%",34,39,1015,9945,0,0,0,39,46,8,56,0,7,10,0,,7744,782,7694,1,0,0,09/17/2022,$6500,"09/23/2022 19:00:00"
mundoescuela.net,"Dynadot Expired",10,23,125,49,"Society: 9
Regional/Europe: 9
Reference/Education: 7
Science/Educational Resources: 7","Spanish: 73.6%
English: 11.2%
Catalan: 9.6%
Indonesian: 2%
Galician: 1.6%
Dutch: 0.8%
French: 0.8%","English: 100%",7,18,141,1342,0,0,0,32,29,17,5,0,17,10,2,36,309,3,55,1,0,0,09/19/2022,$13.99,"09/26/2022 12:10:00"
acazorla.com,"Pending Delete",9,12,133,45,"Reference/Education: 9
Science/Social Sciences: 5
Arts/Literature: 5
Business: 4
Society/Issues: 4
Science/Biology: 4
Sports/Animal Sports: 2
Regional/Europe: 2","Spanish: 91.4%
English: 5.9%
French: 0.8%
Polish: 0.8%
Portuguese: 0.8%",,7,2,134,5201,0,0,0,32,27,21,50,0,21,10,1,2,300,1,26,0,0,0,09/20/2022,,"09/23/2022 17:45:00"
richrobinson.net,"Pending Delete",11,18,665,219,"Arts/Music: 11
Arts/Television: 8
Arts/Entertainment: 7
Society/People: 6
Business/Arts and Entertainment: 6
Arts/Performing Arts: 5","English: 67.6%
Spanish: 7.8%
German: 5.4%
French: 5%
Polish: 4.2%
Dutch: 4%
Russian: 1.5%
Portuguese: 1.4%
Italian: 1.2%
Japanese: 0.6%",,23,35,378,2608,0,2,0,37,38,18,56,0,16,10,1,,1932,445,1043,0,1,1,09/20/2022,,"09/23/2022 17:45:00"
aboutblogging.org,"GoDaddy Auctions",9,20,678,345,"Computers/Software/Databases: 9
Reference/Education: 8
Arts/Music: 7
Computers/Programming/Development Tools: 6
Recreation/Travel: 6
Society/Philanthropy: 5
Health/Conditions and Diseases: 5
Science/Social Sciences: 5
Shopping/Toys and Games: 5
Computers/Programming/Languages: 4","English: 98.1%
Turkish: 1.4%
Greek: 0.3%","English: 100%",28,55,1515,4195,4,5,7,53,44,7,29,1,6,10,6,,6230,1722,4236,20,3,3,09/20/2022,$1000,"09/26/2022 20:03:00"
sunnyvalebk.com,"GoDaddy Auctions",11,21,73636,84,"Recreation/Travel: 10
Business/Arts and Entertainment: 9
Arts/Music: 8
Arts/Performing Arts: 6
Society/Gay  Lesbian  and Bisexual: 6","English: 99.7%","English: 100%",24,25,150,41928,794,1881,1184,42,29,5,92,0,5,10,0,,1127,29,412,1,0,0,09/20/2022,$10,"09/30/2022 20:46:00"
healthvesti.com,"Pending Delete",12,22,16697,820,"Health: 11
Health/Addictions: 10
Health/Medicine: 10
News/Magazines and E-zines: 9
Society/Organizations: 7
Health/Animal: 6
Health/Mental Health: 5","Russian: 65.2%
English: 18.5%
Ukrainian: 11.6%
Japanese: 1.9%
Spanish: 0.6%
Chinese: 0.4%
French: 0.2%
Italian: 0.2%
Slovenian: 0.1%","Russian: 99.9%",30,76,3366,17062,0,2,0,37,45,9,0,0,9,10,1,1250,98775,6461,98446,99,0,0,09/21/2022,,"09/24/2022 17:45:00"
bbtballparkcharlotte.com,"GoDaddy Auctions",18,32,388,144,"Business/Arts and Entertainment: 18
Business: 10
Business/Real Estate: 10","English: 93.2%
Portuguese: 1.8%
German: 1.2%
French: 1%
Russian: 1%
Japanese: 0.5%
Arabic: 0.2%
Chinese: 0.2%
Italian: 0.2%
Korean: 0.2%","English: 100%",33,31,174,698,45,12,9659,36,35,9,0,0,9,10,0,4,666,300,305,24,7,0,09/21/2022,$20,"09/28/2022 18:00:00"
teatroelpopular.com.ar,"ccTLD (Country Domains)",13,13,64,21,"News/Media Industry: 13
Arts/Performing Arts: 8","Spanish: 96.8%
English: 3.1%","Spanish: 99.6%
English: 0.3%",9,10,73,307,14,152,39,31,20,10,18,0,10,11,,273,0,42778249,6,15,3,3,08/01/2022,,
nichemasterdirectory.com,"GoDaddy Auctions",13,17,891,345,"Society/Religion and Spirituality: 13
Computers/Software/Operating Systems: 12
Computers/Programming/Languages: 7","English: 96.1%
Chinese: 1.5%
Romanian: 1.5%
Polish: 0.7%","English: 100%",1,21,67,150,0,0,0,50,40,13,6,0,13,11,4,1,4699,314,4395,0,2,2,09/16/2022,$250,"09/22/2022 15:02:00"
eloisasantafe.com,"GoDaddy Auctions",13,15,416,116,"Recreation/Food: 13
Recreation/Travel: 10
Business/Textiles and Nonwovens: 9
Arts: 7
Business/Real Estate: 6
News/Media Industry: 5","English: 99.7%",,27,34,196,1898,42,30,1099,38,36,5,40,0,5,11,1,,1069,596,956,0,0,0,09/17/2022,$5550,"09/23/2022 21:14:00"
islamopediaonline.org,"GoDaddy Auctions",12,21,973,257,"Science/Social Sciences: 12
Society/Religion and Spirituality: 9
News/Magazines and E-zines: 9
Society/Politics: 9
Society/Issues: 8
Society: 8
Reference/Libraries: 7
Recreation/Travel: 7
Regional/Middle East: 7
Society/History: 7","English: 80.2%
German: 2.6%
Arabic: 2.4%
Swedish: 2.2%
Urdu: 2.2%
Dutch: 2%
Finnish: 1.6%
French: 1.5%
Russian: 1.1%
Spanish: 0.6%","English: 100%",31,35,661,11152,0,0,0,43,36,13,18,0,11,11,0,,5704,74,1029,1,0,0,09/17/2022,$200,"09/23/2022 21:06:00"
indexedannuitiesinsights.com,"Pending Delete",11,22,2627,166,"Business/Financial Services: 11
Society/Organizations: 8
Home/Personal Finance: 7
Science/Environment: 5","English: 99.9%",,44,30,224,4189,0,0,0,35,33,11,20,0,11,11,2,39,5898,839,5678,0,1,1,09/19/2022,,"09/22/2022 17:45:00"
parliamentmag.com,"GoDaddy Auctions",16,12,222,42,"Arts/Music: 14
Health/Conditions and Diseases: 14
Reference/Education: 13
Arts/Education: 12
Recreation/Travel: 11
Computers/Programming/Development Tools: 11
Computers/Software/Databases: 10
Science/Social Sciences: 10
Computers/Programming/Languages: 10
Computers/Internet/Web Design and Development: 10","English: 87.5%
Swedish: 6.2%
French: 3.1%
Italian: 1.5%
Spanish: 1.5%",,15,12,62,18542,0,0,0,52,41,19,5,0,17,11,0,,9640,3156,6326,0,0,0,09/20/2022,$600,"09/26/2022 20:03:00"
busesgomez.com,"GoDaddy Auctions",14,13,160,66,"Recreation/Outdoors: 14
Business/Arts and Entertainment: 9
Recreation/Travel: 8
Regional: 6
Regional/Asia: 6","English: 62.4%
Spanish: 9.9%
German: 9.2%
Portuguese: 8.5%
Czech: 2.1%
Italian: 2.1%
Chinese: 1.4%
French: 1.4%
Polish: 1.4%
Dutch: 0.7%",,16,8,133,1703,0,0,0,33,32,17,25,0,17,11,0,,615,92,121,0,0,0,09/20/2022,$15,"09/30/2022 18:40:00"
biogelx.com,"GoDaddy Auctions",12,11,1135,91,"Reference/Libraries: 12
Reference/Education: 8
Science/Technology: 7
Science/Chemistry: 6
Reference/Museums: 6","Korean: 69.9%
English: 27.1%
Chinese: 1.8%
Spanish: 0.2%",,26,24,210,1241,48,2,5351,32,31,9,27,0,9,11,1,1,1667,55,98,0,0,0,09/21/2022,$12,"09/30/2022 16:39:00"
rasselasjazzclub.com,"GoDaddy Auctions",10,28,290,82,"Recreation/Travel: 10
Arts/Music: 7
Society/Ethnicity: 5
Shopping/Entertainment: 5","English: 95.9%
Dutch: 1.8%
Russian: 1.1%
Spanish: 1.1%","English: 100%",14,31,131,822,5,18,360,30,32,21,11,0,20,11,0,96,387,31,37,47,4,3,09/21/2022,$12,"10/01/2022 19:36:00"
burmapartnership.org,"GoDaddy Auctions",11,33,8525,228,"Society/Issues: 10
News/Media Industry: 8
Society/Activism: 8
Society/Gay  Lesbian  and Bisexual: 8
Arts/Radio: 8
Society/History: 8
Society: 8
Science/Environment: 7
Science/Agriculture: 6
Recreation/Travel: 6","Burmese: 73.5%
English: 24.4%
French: 0.4%
German: 0.3%
Spanish: 0.3%
Italian: 0.2%","English: 87%
Burmese: 12.8%",35,20,512,42867,15,318,438,42,35,12,59,0,12,12,1,3800,8290,41,93,33,5,3,09/13/2022,$686,"09/24/2022 19:46:00"
boneyardstudios.org,"GoDaddy Auctions",9,16,560,199,"Society/Advice: 9
Business/Construction and Maintenance: 8
Recreation/Travel: 7
Home/Personal Finance: 6
Science/Environment: 6
Society/Politics: 5
Society/Lifestyle Choices: 5
Recreation/Outdoors: 4
News/Analysis and Opinion: 4","English: 95.2%
French: 3.4%
Japanese: 0.7%
German: 0.3%
Indonesian: 0.1%",,27,37,250,1404,8,3,0,30,35,8,49,0,8,12,0,10,558,220,550,0,0,0,09/14/2022,$185,"09/25/2022 17:59:00"
crowbareastvan.com,"GoDaddy Auctions",11,12,99,56,"Recreation/Food: 11","English: 100%","English: 100%",5,22,72,252,0,2,0,36,33,5,3,0,5,12,2,1,121,65,112,0,2,2,09/15/2022,$100,"09/22/2022 08:00:00"
onlineccms.com,"GoDaddy Auctions",17,9,11796,128,"Health/Fitness: 16
Reference/Education: 15
Regional/Europe: 11
Business/Employment: 10
Society/Religion and Spirituality: 9
Society: 8
Society/Government: 8
Computers/Software/Graphics: 7","English: 99.8%",,33,31,290,5818,0,24,2,33,37,21,4,0,21,12,1,9,1938,225,1254,0,1,1,09/15/2022,$558,"09/24/2022 19:23:00"
chocolatenwaffles.com,"GoDaddy Auctions",14,14,4105,68,"Computers/Software/Operating Systems: 13
Society/Politics: 12
Arts/Writers Resources: 8
Computers/Programming/Languages: 8
Society: 7","English: 99.7%","English: 100%",12,31,164,3708,0,0,0,51,44,5,24,0,5,12,1,1,20278,123,20267,0,2,2,09/16/2022,$250,"09/22/2022 15:02:00"
photoshopmastery.com,"GoDaddy Auctions",18,12,241,38,"Reference/Education: 17
Computers/Software/Databases: 15
Science/Social Sciences: 15
Arts/Music: 14
Health/Conditions and Diseases: 14
Business/Industrial Goods and Services: 12
Computers/Programming/Development Tools: 12
Arts/Education: 11
Recreation/Travel: 11
Business/Food and Related Products: 11","English: 100%","English: 100%",24,1,170,246,0,0,0,52,34,10,0,0,9,12,2,,288,137,261,0,9,1,09/17/2022,$600,"09/23/2022 20:01:00"
gaepoa.org,"Dynadot Expired",11,10,759,27,"Society/Issues: 11","Portuguese: 99%
English: 0.9%",,7,17,159,9894,0,0,0,30,27,12,29,0,12,12,2,,464,7,41,0,0,0,09/17/2022,$13.99,"09/23/2022 09:04:00"
lesmeconnus.net,"GoDaddy Auctions",11,27,2211,175,"Computers/News and Media: 10
Arts/Performing Arts: 10
Arts/Literature: 9
Science/Social Sciences: 7
Business: 7
Arts/Music: 7
News/Newspapers: 6
Reference/Museums: 6
Arts/Architecture: 6
Arts/Comics: 6","French: 93.2%
English: 6.2%
Spanish: 0.2%","French: 89.7%
English: 10.2%",38,31,471,11010,416,2143,170,34,33,10,106,0,10,12,0,,2485,312,1903,13,5,5,09/20/2022,$12,"09/30/2022 20:22:00"
kauaiminigolf.com,"GoDaddy Auctions",13,13,58,33,"Recreation: 13
Sports/Golf: 7","English: 96%
Chinese: 1.9%
Hausa: 1.9%",,14,26,96,204,1,4,0,35,29,12,54,0,12,12,0,,153,81,87,0,0,0,09/20/2022,$15,"09/30/2022 20:56:00"
creeksidesilverton.com,"GoDaddy Auctions",9,11,614,28,"Recreation/Travel: 9
Recreation/Food: 5
Regional/North America: 5
News/Media Industry: 5
Recreation/Roads and Highways: 5
Society/Government: 4","English: 78.6%
Japanese: 17%
Chinese: 3.8%
Portuguese: 0.3%
French: 0.1%","English: 100%",12,11,80,256,66,3,0,32,31,12,0,0,12,12,0,3,634,20,37,0,7,1,09/21/2022,$12,"10/01/2022 20:54:00"
dalmorosfreshpastatogo.com,"GoDaddy Auctions",9,15,904,137,"Shopping: 9
Recreation/Food: 6
Recreation/Travel: 5
Reference/Education: 5
Computers/Hardware: 5
Society: 5","Turkish: 65.6%
English: 25.6%
Spanish: 1.8%
German: 1.6%
Portuguese: 1.3%
Italian: 1.2%
French: 0.7%
Chinese: 0.7%
Japanese: 0.3%
Dutch: 0.2%",,30,24,199,585,0,1,0,36,39,5,32,0,5,12,0,5,7855,28,5979,0,0,0,09/21/2022,$10,"10/01/2022 21:27:00"
linuxonandroid.org,"GoDaddy Auctions",11,17,1026,176,"Computers/Programming/Languages: 11","German: 35.8%
English: 30%
Spanish: 8.3%
Russian: 6.1%
Danish: 3.5%
French: 3.2%
Polish: 2.4%
Indonesian: 1.8%
Greek: 1.4%
Chinese: 1.4%",,23,40,316,1585,0,0,0,38,39,8,1,0,7,12,0,2,1994,1037,1709,0,0,0,09/21/2022,$12,"09/30/2022 16:13:00"
wildflowergourmetcafe.com,"GoDaddy Auctions",10,13,106,28,"Business/Transportation and Logistics: 10
Regional/North America: 8
Society/Issues: 8
Arts: 6
Recreation/Food: 6
News/Newspapers: 6
Science/Social Sciences: 5
Sports/Tennis: 5
Computers/Software/Internet: 5
Health/Alternative: 5","English: 100%",,8,10,56,258,0,4,0,33,23,8,33,0,8,12,0,1,117,32,36,0,0,0,09/21/2022,$10,"10/01/2022 20:35:00"
mairie-fontaine-simon.fr,"ccTLD (Country Domains)",9,13,274,67,"Recreation/Radio: 9
Regional/Europe: 7
Society/Religion and Spirituality: 5
Arts/Crafts: 4
Society/Organizations: 4
Reference/Museums: 4
Science/Social Sciences: 4","French: 98.5%
English: 0.3%
German: 0.3%
Spanish: 0.3%
: 0.3%",,26,7,76,458,0,0,0,31,21,16,32,0,15,13,,0,0,0,0,0,0,0,06/23/2022,,
solidcoin.info,"Namecheap Auctions",14,15,1662,362,"Games/Board Games: 14
Business: 11
Games/Video Games/Recreation: 10
Science/Social Sciences: 7
Business/Telecommunications: 6","English: 61.5%
Russian: 14%
Polish: 4.4%
French: 4.2%
Lithuanian: 3.4%
Chinese: 2.5%
Spanish: 2.5%
German: 2.4%
Hungarian: 1.5%
Swedish: 1%",,36,31,128,1409,1,1,0,72,39,9,49,1,9,13,,1,9094,373,632,0,0,0,09/12/2022,$26,"09/27/2022 16:00:00"
grassandbonect.com,"GoDaddy Auctions",17,15,283,106,"Arts/Performing Arts: 17
News/Media Industry: 11
Recreation/Travel: 11
Arts/Music: 11
News/Newspapers: 9
Recreation/Food: 8
Home/Gardening: 8
Regional/North America: 7","English: 78.1%
French: 1.1%
Korean: 0.7%
Turkish: 0.7%
Thai: 0.7%
Spanish: 0.7%
Slovenian: 0.7%
Slovak: 0.7%
Serbian: 0.7%
Russian: 0.7%",,31,38,221,821,0,7,0,35,33,5,23,0,5,13,1,3,670,79,612,0,0,0,09/13/2022,$185,"09/22/2022 19:06:00"
capitalandinside.com,"GoDaddy Auctions",13,15,782,298,"Society/Religion and Spirituality: 12
Computers/Software/Operating Systems: 12
Arts/Music: 11
Arts/Television: 8
Computers/Programming/Languages: 7
Arts: 6
Society/Folklore: 6","English: 94.8%
Chinese: 3.4%
Thai: 1.7%","English: 100%",8,10,95,206,0,0,0,42,37,11,18,0,11,13,2,1,28306,27897,27913,0,2,2,09/16/2022,$250,"09/22/2022 15:03:00"
roadsendorganics.com,"GoDaddy Auctions",13,16,113,45,"Society/Religion and Spirituality: 13
Computers/Software/Operating Systems: 12
Computers/Programming/Languages: 7","English: 97.3%
Arabic: 2.6%","English: 100%",2,11,19,66,0,0,0,46,34,16,0,0,12,13,8,1,342,243,253,0,2,2,09/16/2022,$250,"09/22/2022 15:02:00"
arcademug.com,"GoDaddy Auctions",13,17,40930,420,"Society/Religion and Spirituality: 13
Computers/Software/Operating Systems: 12
Computers/Programming/Languages: 7","English: 76.4%
Japanese: 21.8%
Arabic: 0.5%
Polish: 0.4%
Italian: 0.2%
German: 0.1%","English: 100%",30,15,428,22738,0,0,0,47,40,11,31,1,10,13,2,3,54254,72,77,0,2,2,09/16/2022,$250,"09/22/2022 15:02:00"
blogeezy.com,"GoDaddy Auctions",19,27,2163,120,"Recreation/Travel: 17
Computers/Internet: 16
Society/Religion and Spirituality: 16
Reference/Education: 15
Business/Automotive: 15
Recreation/Pets: 15
Business: 15
Recreation/Food: 14
Arts/Music: 14
Business/Consumer Goods and Services: 14","English: 67.1%
Romanian: 16.1%
Sinhalese: 8.3%
Tamil: 2.5%
Greek: 2.1%
Kannada: 2.1%
Hindi: 0.7%
Spanish: 0.2%
Telugu: 0.1%","English: 100%",8,0,1283,89328,0,0,0,58,43,13,10,0,8,13,2,40,6496,135,4255,4,1,1,09/16/2022,$1500,"09/23/2022 11:00:00"
tinymelinux.com,"GoDaddy Auctions",13,16,773,126,"Computers/Software/Operating Systems: 13
Computers/Software/Freeware: 6
Business/Opportunities: 6","English: 62.1%
Spanish: 9.5%
German: 4.7%
Estonian: 4.4%
French: 4%
Chinese: 3.5%
Slovenian: 2.5%
Portuguese: 1.3%
Italian: 1%
Mongolian: 1%",,23,30,271,2297,0,1,0,34,35,13,68,0,13,13,0,3,2289,520,1840,0,0,0,09/16/2022,$10,"09/26/2022 19:22:00"
ssawg.org,"GoDaddy Auctions",18,18,2297,210,"Recreation/Food: 17
Science/Agriculture: 17
Reference/Libraries: 14
Business: 14
Science/Social Sciences: 13
Society/Issues: 11
Arts/Music: 11
Recreation/Travel: 10
Health/Alternative: 10
Business/Consumer Goods and Services: 9","English: 97.6%
French: 2%
Chinese: 0.1%
Turkish: 0.1%",,44,20,419,72133,0,1,0,38,32,19,90,0,19,13,0,38,74691,9307,13433,0,0,0,09/16/2022,$85,"09/27/2022 20:06:00"
